date,race_no,race_name,distance_m,deadline,teiban,toban,name,age,branch,weight,kyubetsu,zenkoku_shoritsu,zenkoku_2ritsu,touchi_shoritsu,touchi_2ritsu,no_touchi_data,motor_no,motor_2ritsu,boat_no,boat_2ritsu,konsetsu,in_confidence,upset_risk,verdict,bet_shape
2026-08-13,2,予選,1800,15:38,5,3882,新田智彰,53,大阪,55,B1,4.27,17.05,4.64,29.55,0,60,42.70,67,41.33,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,2,予選,1800,15:38,6,5467,野村羽玖,19,大阪,49,B2,2.47,0.00,1.38,0.00,0,53,35.44,63,32.08,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,3,予選,1800,16:03,1,3507,藤井徹,55,大阪,51,B1,4.19,24.66,4.71,23.81,0,67,31.76,21,36.25,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,3,予選,1800,16:03,2,4436,渋谷明憲,40,大阪,52,A1,6.32,47.78,6.23,44.63,0,70,39.51,71,33.78,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,3,予選,1800,16:03,3,4905,土井祥伍,31,大阪,54,B1,4.63,23.08,4.10,20.00,0,11,43.37,85,32.47,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,3,予選,1800,16:03,4,4044,湯川浩司,46,大阪,53,A1,6.77,42.86,6.43,43.38,0,77,37.08,88,37.33,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,3,予選,1800,16:03,5,4389,伊藤喜智,40,大阪,52,A2,5.55,31.87,5.27,33.33,0,85,37.18,81,42.65,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,3,予選,1800,16:03,6,4489,岩川仁士,39,大阪,54,B1,5.15,33.33,4.38,21.79,0,19,39.53,35,31.25,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,4,予選,1800,16:40,1,4422,永井亮次,37,大阪,52,B1,4.54,25.64,4.97,26.92,0,84,33.33,53,32.47,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,4,予選,1800,16:40,2,4834,浜本裕己,38,大阪,51,A2,5.45,36.36,5.17,32.14,0,74,33.73,33,42.67,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,4,予選,1800,16:40,3,4311,岡村仁,42,大阪,58,A1,6.62,50.98,6.71,48.95,0,23,28.57,20,33.33,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,4,予選,1800,16:40,4,5267,石本裕武,26,大阪,51,A1,6.53,50.00,6.42,47.06,0,58,36.05,72,32.14,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,4,予選,1800,16:40,5,4572,渡部悟,38,大阪,55,B1,5.59,36.28,4.77,28.21,0,32,32.56,50,35.63,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,4,予選,1800,16:40,6,5450,藤本遼磨,23,大阪,52,B2,2.18,2.50,1.63,0.00,0,26,32.50,14,32.18,,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-13,5,住之江ファイ,1800,17:06,1,4788,小池哲也,37,大阪,54,A2,5.32,31.82,7.05,56.76,0,27,43.02,65,36.14,,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-13,5,住之江ファイ,1800,17:06,2,4631,新井英孝,39,大阪,53,B1,4.96,33.33,4.88,26.74,0,64,55.42,32,38.75,,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-13,5,住之江ファイ,1800,17:06,3,5376,吉田一心,22,大阪,51,B1,5.35,37.23,4.50,25.71,0,38,48.05,30,40.58,,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-13,5,住之江ファイ,1800,17:06,4,5046,松山裕基,32,大阪,55,B1,3.85,16.00,4.41,22.00,0,33,35.37,75,38.36,,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-13,5,住之江ファイ,1800,17:06,5,5393,藤原駿,25,大阪,56,B2,1.43,0.00,1.48,0.00,0,61,36.59,83,33.75,,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-13,5,住之江ファイ,1800,17:06,6,3415,松井繁,56,大阪,52,A1,7.17,44.63,7.38,52.87,0,51,43.37,36,32.35,,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-13,6,予選特別B戦,1800,17:32,1,4977,馬野耀,32,大阪,55,A2,6.25,43.56,5.88,40.22,0,55,41.98,31,37.80,,中,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,6,予選特別B戦,1800,17:32,2,4319,三宅潤,41,大阪,53,A2,5.52,33.33,5.64,36.99,0,29,44.58,55,39.29,,中,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,6,予選特別B戦,1800,17:32,3,4561,藤山翔大,35,大阪,53,A2,5.71,41.12,5.96,45.88,0,20,50.62,29,36.90,,中,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,6,予選特別B戦,1800,17:32,4,4138,中井俊祐,45,大阪,54,B1,5.08,33.33,5.47,33.96,0,14,25.84,82,50.68,,中,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,6,予選特別B戦,1800,17:32,5,4760,山崎郡,36,大阪,52,A1,7.44,50.77,7.01,47.56,0,16,33.71,59,43.84,,中,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,6,予選特別B戦,1800,17:32,6,3882,新田智彰,53,大阪,55,B1,4.27,17.05,4.64,29.55,0,60,42.70,67,41.33,,中,高,標準,"3連単フォーメーション 1-{3,5}-{2,3,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,7,予選,1800,17:59,1,3997,北村征嗣,47,大阪,52,A1,6.15,40.32,5.93,40.50,0,25,33.75,78,31.17,,中,低,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,7,予選,1800,17:59,2,4489,岩川仁士,39,大阪,54,B1,5.15,33.33,4.38,21.79,0,19,39.53,35,31.25,,中,低,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,7,予選,1800,17:59,3,4377,濱本優一,42,大阪,49,A1,5.41,38.24,5.38,34.91,0,56,33.75,58,32.35,,中,低,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,7,予選,1800,17:59,4,4639,雑賀勇貴,35,大阪,54,B1,4.29,22.58,4.62,28.57,0,18,27.27,37,34.25,,中,低,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,7,予選,1800,17:59,5,4397,西村拓也,39,大阪,53,A1,7.40,60.00,6.99,47.16,0,80,48.19,69,39.19,,中,低,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,7,予選,1800,17:59,6,5302,秋末秦悟,23,大阪,52,B1,3.96,22.54,2.48,9.57,0,73,39.02,87,35.37,,中,低,標準,"3連単フォーメーション 1-{3,5}-{3,4,5}（4点） ＋ 3連複 1=3=5 1点（対抗の1着を押さえ）"
2026-08-13,8,予選,1800,18:28,1,5267,石本裕武,26,大阪,51,A1,6.53,50.00,6.42,47.06,0,58,36.05,72,32.14,,高,中,標準,"3連単フォーメーション 1-{3,4}-{2,3,4}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,8,予選,1800,18:28,2,3977,山本兼士,49,大阪,53,B1,4.21,15.79,5.02,26.67,0,71,38.55,90,31.33,,高,中,標準,"3連単フォーメーション 1-{3,4}-{2,3,4}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,8,予選,1800,18:28,3,5004,河野主樹,30,大阪,52,A2,5.90,39.50,5.22,32.38,0,37,30.95,57,34.15,,高,中,標準,"3連単フォーメーション 1-{3,4}-{2,3,4}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,8,予選,1800,18:28,4,4436,渋谷明憲,40,大阪,52,A1,6.32,47.78,6.23,44.63,0,70,39.51,71,33.78,,高,中,標準,"3連単フォーメーション 1-{3,4}-{2,3,4}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,8,予選,1800,18:28,5,5325,澁川夏,23,大阪,51,B1,6.01,42.70,3.54,12.60,0,34,29.41,51,38.20,,高,中,標準,"3連単フォーメーション 1-{3,4}-{2,3,4}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,8,予選,1800,18:28,6,5036,福田翔吾,28,大阪,53,B1,5.13,31.43,5.05,35.11,0,79,36.78,13,35.62,,高,中,標準,"3連単フォーメーション 1-{3,4}-{2,3,4}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,9,予選,1800,18:58,1,4826,井上一輝,32,大阪,52,A1,6.98,52.68,6.68,44.03,0,69,36.14,76,33.33,,高,中,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,9,予選,1800,18:58,2,4389,伊藤喜智,40,大阪,52,A2,5.55,31.87,5.27,33.33,0,85,37.18,81,42.65,,高,中,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,9,予選,1800,18:58,3,4967,中村魁生,28,大阪,51,A1,6.64,46.72,6.19,42.86,0,57,46.34,73,37.50,,高,中,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,9,予選,1800,18:58,4,4631,新井英孝,39,大阪,53,B1,4.96,33.33,4.88,26.74,0,64,55.42,32,38.75,,高,中,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,9,予選,1800,18:58,5,4422,永井亮次,37,大阪,52,B1,4.54,25.64,4.97,26.92,0,84,33.33,53,32.47,,高,中,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,9,予選,1800,18:58,6,5289,佃來紀,25,大阪,52,A2,5.89,41.12,4.17,18.02,0,35,35.00,89,31.94,,高,中,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,10,予選特別B戦,1800,19:36,1,4427,秦英悟,40,大阪,52,A1,7.11,54.62,6.15,39.34,0,66,32.14,26,35.00,,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,6}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,10,予選特別B戦,1800,19:36,2,3415,松井繁,56,大阪,52,A1,7.17,44.63,7.38,52.87,0,51,43.37,36,32.35,,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,6}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,10,予選特別B戦,1800,19:36,3,4514,上條嘉嗣,36,大阪,53,A1,6.66,54.89,6.97,54.55,0,72,30.34,12,40.54,,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,6}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,10,予選特別B戦,1800,19:36,4,4834,浜本裕己,38,大阪,51,A2,5.45,36.36,5.17,32.14,0,74,33.73,33,42.67,,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,6}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,10,予選特別B戦,1800,19:36,5,4905,土井祥伍,31,大阪,54,B1,4.63,23.08,4.10,20.00,0,11,43.37,85,32.47,,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,6}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,10,予選特別B戦,1800,19:36,6,4319,三宅潤,41,大阪,53,A2,5.52,33.33,5.64,36.99,0,29,44.58,55,39.29,,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,6}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-13,11,予選特別A戦,1800,20:08,1,4044,湯川浩司,46,大阪,53,A1,6.77,42.86,6.43,43.38,0,77,37.08,88,37.33,,高,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,6}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,11,予選特別A戦,1800,20:08,2,4934,佐々木翔,30,大阪,56,A2,5.16,29.55,5.48,38.33,0,82,38.20,17,47.89,,高,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,6}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,11,予選特別A戦,1800,20:08,3,4760,山崎郡,36,大阪,52,A1,7.44,50.77,7.01,47.56,0,16,33.71,59,43.84,,高,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,6}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,11,予選特別A戦,1800,20:08,4,4311,岡村仁,42,大阪,58,A1,6.62,50.98,6.71,48.95,0,23,28.57,20,33.33,,高,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,6}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,11,予選特別A戦,1800,20:08,5,3997,北村征嗣,47,大阪,52,A1,6.15,40.32,5.93,40.50,0,25,33.75,78,31.17,,高,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,6}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,11,予選特別A戦,1800,20:08,6,3963,原田秀弥,47,大阪,52,A2,5.81,36.61,6.17,46.67,0,24,46.43,77,32.00,,高,高,標準,"3連単フォーメーション 1-{3,4}-{3,4,6}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-13,12,摂河泉ドリー,1800,20:36,1,4719,上條暢嵩,32,大阪,50,A1,7.41,44.95,7.58,56.99,0,30,20.69,79,33.82,,高,低,勝負,"3連単フォーメーション 1-{2,3}-{2,3,4,6}（6点）"
2026-08-13,12,摂河泉ドリー,1800,20:36,2,4168,石野貴之,44,大阪,53,A1,6.80,46.94,6.70,47.47,0,39,37.93,24,38.67,,高,低,勝負,"3連単フォーメーション 1-{2,3}-{2,3,4,6}（6点）"
2026-08-13,12,摂河泉ドリー,1800,20:36,3,4659,木下翔太,35,大阪,53,A1,7.62,54.55,6.74,47.22,0,52,33.75,16,30.23,,高,低,勝負,"3連単フォーメーション 1-{2,3}-{2,3,4,6}（6点）"
2026-08-13,12,摂河泉ドリー,1800,20:36,4,4907,小池修平,31,大阪,53,A1,7.39,57.02,6.67,50.38,0,54,37.65,68,29.76,,高,低,勝負,"3連単フォーメーション 1-{2,3}-{2,3,4,6}（6点）"
2026-08-13,12,摂河泉ドリー,1800,20:36,5,4959,井上忠政,30,大阪,53,A1,7.43,54.87,6.77,50.57,0,28,28.26,11,31.76,,高,低,勝負,"3連単フォーメーション 1-{2,3}-{2,3,4,6}（6点）"
2026-08-13,12,摂河泉ドリー,1800,20:36,6,4832,権藤俊光,39,大阪,51,A1,6.61,45.38,6.91,54.62,0,22,34.94,28,34.18,,高,低,勝負,"3連単フォーメーション 1-{2,3}-{2,3,4,6}（6点）"
